sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,lnlike,likelihood,prior_prob
81201,3.17628872107561,0,0.674228969397701,0.8,0.203886455922081,1,8,2.06812541786649,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.128285398239631,0,1.51936699392757,0,0,0,-0.217116147266537,0,0,2.38228884437665,0,0,1.5669793474128,-1904.36334924937,-1543.02568100114,-361.33766824823
81301,3.76124465111611,0,0.946151362753661,0.8,0.183447230342339,1,8,2.03721030619138,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.503498833545945,0,1.02602914003181,0,0,0,0.0934505490643538,0,0,2.7508385692811,0,0,1.1832276330099,-1877.70624892703,-1547.63112336731,-330.075125559712
81401,3.04113709734206,0,0.714847549554808,0.8,0.17778501081996,1,8,2.16566790066282,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.125381491044181,0,1.14220821433484,0,0,0,-0.0689181205383607,0,0,2.57183707272159,0,0,1.20220265181818,-1863.95438660043,-1552.65423460862,-311.300151991813
81501,2.93327703942027,0,0.793242302508848,0.8,0.173179534080539,1,8,2.1797142227718,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0671807175202348,0,1.16720246643168,0,0,0,-0.447328805700125,0,0,2.40335766839165,0,0,1.149357521259,-1887.56553211596,-1554.70557163064,-332.859960485322
81601,3.06304144148045,0,0.798655373928996,0.8,0.150134170218816,1,8,2.09332291551809,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.105504267249197,0,1.16720246643168,0,0,0,-0.376248760319512,0,0,2.47852511300022,0,0,1.01319076236612,-1915.89340171552,-1549.94637728245,-365.947024433062
81701,3.09981312822776,0,0.824065580369765,0.8,0.202771200534775,1,8,2.10466887868748,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.13749093775983,0,1.34106856068998,0,0,0,-0.341423748016852,0,0,2.6029794396379,0,0,1.12723782737505,-1861.77697383451,-1558.49389425912,-303.283079575387
81801,3.36905222724971,0,0.989998908413418,0.8,0.204428147016879,1,8,2.00759516386855,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.257087844773365,0,1.05623976757831,0,0,0,0.0514691191750503,0,0,2.42137550396367,0,0,1.42339759195759,-1913.53791305923,-1543.01129183891,-370.526621220317
81901,3.14480215849105,0,0.653646201870032,0.8,0.202636768022895,1,8,2.12114705164145,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.152660797249293,0,1.25707238177279,0,0,0,-0.0872316016084698,0,0,2.56028283496564,0,0,1.2160263735466,-1909.90532226753,-1548.55413154168,-361.351190725847
82001,3.31645203571851,0,0.905056992591842,0.8,0.164457526716391,1,8,2.17800383011918,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0397749322691872,0,1.0995006452608,0,0,0,-0.299974432537427,0,0,2.32140480046774,0,0,1.11807074597669,-1828.69971708114,-1541.95329474981,-286.746422331324
82101,3.03351988735706,0,0.896232404008255,0.8,0.135213669599147,1,8,2.11138367930664,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.118273537641283,0,1.04265352319693,0,0,0,-0.478701092251642,0,0,2.30180716440395,0,0,0.910126202137624,-1895.37216988197,-1552.30828453568,-343.063885346286
82201,2.99436860139819,0,0.774191624054735,0.8,0.15653709627049,1,8,2.13912713334891,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.184061137153239,0,1.26991718169269,0,0,0,-0.142027263611823,0,0,2.56125271702854,0,0,0.70189071270819,-1929.10865032147,-1550.3105275537,-378.798122767777
82301,2.88836725817045,0,0.73835874368336,0.8,0.137981817414633,1,8,2.14384448283532,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.17686262775912,0,1.04452485429034,0,0,0,-0.684450704682253,0,0,2.7370518101237,0,0,0.845492133865856,-1961.15958836743,-1541.36766268702,-419.791925680414
82401,3.37791622049546,0,0.835456805196386,0.8,0.181623927845508,1,8,2.09035983729387,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0842061897200912,0,1.47587271329204,0,0,0,-0.0668765750357658,0,0,2.3450805063824,0,0,1.10143619223612,-1929.69036772291,-1544.68602460629,-385.004343116623
82501,3.95708241470324,0,0.789471692541199,0.8,0.227643509672009,1,8,2.03014573652505,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0944565298532716,0,1.15174999344061,0,0,0,2.80037042230674e-05,0,0,2.41510822714314,0,0,1.2093313811763,-1797.09535118864,-1512.18980834836,-284.905542840283
82601,3.5565510062339,0,0.664899150020357,0.8,0.19308307605284,1,8,2.01868328788856,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.197436781322697,0,1.23202047606787,0,0,0,-0.490224173502488,0,0,2.3398762667188,0,0,0.997837996938667,-1884.0554691293,-1530.78295998828,-353.272509141023
82701,3.45808781812305,0,0.717504516145997,0.8,0.176450163985714,1,8,2.00626703322492,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.197436781322697,0,1.14978722308481,0,0,0,-0.0297479789843709,0,0,2.54011195282166,0,0,1.09602542041158,-1891.12739878864,-1520.49206479427,-370.635333994376
82801,3.36794687759858,0,0.858631829886468,0.8,0.162067654452953,1,8,2.16296742495763,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.214838369582394,0,1.54072925626914,0,0,0,-0.17650667115538,0,0,2.31463328067552,0,0,0.838954864947972,-1900.01945753969,-1557.51357475915,-342.505882780544
82901,3.42181372781727,0,0.918168402752632,0.8,0.186352874011837,1,8,2.00748997349629,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0164722646071995,0,1.33755569465994,0,0,0,-0.132211855752236,0,0,2.5638202722782,0,0,1.18877523680957,-1908.14575058425,-1529.4930174149,-378.652733169352
83001,3.40243882868521,0,0.932022673200703,0.8,0.17508263411271,1,8,2.07918460898894,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.146284123500492,0,1.09579362765414,0,0,0,0.0497552012387335,0,0,2.52337245176962,0,0,1.12602981271003,-1887.27612393529,-1550.78122834441,-336.494895590883
83101,3.48327156598462,0,0.694798128650019,0.8,0.185855631553686,1,8,2.12752509013977,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.23149947115501,0,1.24492543480642,0,0,0,-0.091453633331156,0,0,2.39868888029705,0,0,1.06803568868653,-1893.81306066502,-1525.36405719942,-368.449003465598
83201,2.84141238244293,0,0.599747179088361,0.8,0.181000095738068,1,8,2.09323745252869,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.303814168206685,0,1.29496599419985,0,0,0,-0.0157221698057581,0,0,2.31922742100323,0,0,1.14615749192323,-1946.60962455778,-1554.70534612754,-391.904278430247
83301,3.14761406486151,0,0.84375258844471,0.8,0.166684749786867,1,8,1.98415028055133,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0156097404347255,0,1.16447148593099,0,0,0,-0.143986374121109,0,0,2.56764211215691,0,0,1.20113494130116,-1867.69279684577,-1531.0322645689,-336.66053227687
83401,3.20893247714927,0,0.799978487511597,0.8,0.166684749786867,1,8,2.20636776116729,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.236596566832874,0,1.52312905705379,0,0,0,-0.272517253206731,0,0,2.83325991629679,0,0,1.22917753808068,-1812.52588152188,-1558.51832794346,-254.007553578415
83501,3.1471400543885,0,0.632693651491271,0.8,0.168368117374465,1,8,2.12961159759247,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.129320557598316,0,1.60338056766367,0,0,0,-0.395473143964978,0,0,2.52262058388976,0,0,0.784759683157136,-1874.65017682115,-1549.35311687379,-325.297059947366
83601,3.18076839888654,0,0.982029204352843,0.8,0.145901288426451,1,8,2.06509150276075,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.213464823436011,0,0.884781399355341,0,0,0,-0.282335494922989,0,0,2.49100285682563,0,0,1.10883093307112,-1960.09806559912,-1555.35088387195,-404.747181727171
83701,3.18688534342819,0,0.985905718258754,0.8,0.158796800644929,1,8,2.20457771378029,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.355366891876087,0,0.891043914017743,0,0,0,-0.767580384628432,0,0,2.42295276730444,0,0,1.03545769765274,-1945.49930356576,-1581.73516480221,-363.764138763545
83801,2.4386476512329,0,0.739244568741691,0.8,0.154126981635752,1,8,2.16794618948064,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.22761001822213,0,1.22297443663895,0,0,0,-0.398614705091068,0,0,2.54496570097095,0,0,1.44387467128039,-1905.3449276514,-1576.61313677323,-328.73179087817
83901,2.4386476512329,0,0.777593608232238,0.8,0.126527798586292,1,8,2.13385900887178,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.151058983503732,0,1.21676974441003,0,0,0,-0.222002823903283,0,0,2.86003919020115,0,0,1.05624688081365,-1937.80040246625,-1576.78965527096,-361.01074719529
84001,2.53785604747108,0,0.6204899650821,0.8,0.162159842405715,1,8,2.03990419669749,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.175404200573086,0,1.14146905798501,0,0,0,-0.610362529740081,0,0,2.41431245486705,0,0,0.975517691665393,-2046.90683184068,-1562.01532834742,-484.891503493263
84101,2.7416712745109,0,0.760790347827916,0.8,0.162159842405715,1,8,2.08877777376324,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0642750713076281,0,1.21901193582808,0,0,0,-0.282163130771514,0,0,2.18430228474307,0,0,1.10704388052011,-1984.78632356907,-1581.14970159271,-403.636621976364
84201,3.18778149547768,0,0.920572626579522,0.8,0.117887454345186,1,8,2.2978074058974,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.433575206962101,0,1.0159736181313,0,0,0,-0.375538776979272,0,0,2.11260959612026,0,0,0.834486272609922,-1917.27994493451,-1565.02060162325,-352.25934331126
84301,2.90100863284587,0,0.643767881128058,0.8,0.142730946739501,1,8,2.19623691335301,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0899015386486362,0,1.02319155579156,0,0,0,-0.215626166884635,0,0,2.31360603367586,0,0,0.778714846842258,-1928.19820585013,-1571.57057077702,-356.627635073113
84401,2.86706720260171,0,0.920633543190961,0.8,0.150287374976205,1,8,2.12724341545975,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0971280038621316,0,1.21694090592491,0,0,0,-0.715718635815085,0,0,2.36244746272209,0,0,0.848469165833559,-1928.37048739365,-1552.81458583206,-375.555901561591
84501,3.09476800707924,0,0.738294322929126,0.8,0.181444963130583,1,8,2.21720315408054,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.246558088729655,0,1.0726235054448,0,0,0,-0.715718635815085,0,0,2.4020476128443,0,0,1.28048587148102,-1924.20518490491,-1566.45150678994,-357.753678114968
84601,3.42151811140685,0,0.754229770669807,0.8,0.181444963130583,1,8,2.03237090804765,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0587421039549105,0,0.659487250250268,0,0,0,-0.507342135846918,0,0,2.61788622679484,0,0,1.13156331410845,-1976.56667410342,-1529.99500057017,-446.571673533258
84701,3.70845110274614,0,0.677775552562182,0.8,0.171759254488941,1,8,1.95595909521446,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0748792357804256,0,0.862262929975432,0,0,0,-0.952815832183976,0,0,2.02998533732294,0,0,0.794627060009692,-1908.54285364929,-1527.28113075933,-381.261722889956
84801,3.23347287200518,0,0.526344202716812,0.8,0.168674511020812,1,8,2.09600212358287,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.211232891858673,0,0.738734406459876,0,0,0,-0.669208908820314,0,0,2.02998533732294,0,0,0.603797968053744,-1978.16654908744,-1537.14453287336,-441.022016214086
84901,3.23347287200518,0,0.503707402285208,0.8,0.168674511020812,1,8,1.95512474316982,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.300739383364533,0,0.491626331162211,0,0,0,-0.631538133055653,0,0,2.18780756998629,0,0,0.666364709247234,-1958.52299927099,-1553.62127182729,-404.901727443706
85001,2.50334159402341,0,0.52045020108083,0.8,0.127122498510617,1,8,2.10582180925443,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.399619006128761,0,0.671727135068184,0,0,0,-0.172736781729329,0,0,2.39551262175061,0,0,0.506876185578491,-2053.71562666296,-1576.08167492807,-477.633951734885
85101,2.48354650882005,0,0.52045020108083,0.8,0.113582391993668,1,8,2.03085833540086,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.202389825230997,0,0.872352506068129,0,0,0,-0.202039375030753,0,0,2.21688099498197,0,0,0.701285032741986,-2019.83982657967,-1552.75177869634,-467.088047883332
85201,2.39847944192754,0,0.628071908024342,0.8,0.113308123199271,1,8,2.28456248171856,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0482930809339006,0,0.678297085520364,0,0,0,-0.432782859434466,0,0,2.43232089046246,0,0,0.34232510011978,-2016.45103363057,-1579.42909928011,-437.021934350457
85301,2.62860409460038,0,0.505954227452641,0.8,0.176806986978085,1,8,2.18845950498862,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0241265178995027,0,1.13750644611869,0,0,0,-0.346970964494172,0,0,2.09638133440921,0,0,1.02962327501351,-1972.26224999343,-1570.20605165471,-402.056198338723
85401,2.72237738200505,0,0.730053359824882,0.8,0.151709920319171,1,8,2.09517563200841,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0256922547024279,0,1.11593474189564,0,0,0,-0.0858802811828467,0,0,2.43504221424185,0,0,1.00716035733084,-1882.59704519824,-1546.78983283359,-335.807212364648
85501,2.62987733268455,0,0.568015871697229,0.8,0.143947813632724,1,8,2.14069174656903,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0978287916550227,0,1.10414123273709,0,0,0,-0.0889705603290354,0,0,2.52466781157688,0,0,0.744275209736417,-1888.4621535447,-1555.38502461,-333.077128934695
85601,2.81024077586367,0,0.722265707823038,0.8,0.144394642117394,1,8,2.10712709739937,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.134703497612953,0,1.00905743581392,0,0,0,-0.252270539501024,0,0,2.57256547386611,0,0,1.0948275554947,-1925.48724632752,-1555.46473399307,-370.022512334454
85701,2.73303479925706,0,0.449246159747608,0.8,0.139972259393314,1,8,2.02877506478616,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0262727794662831,0,0.940020179665271,0,0,0,-0.140168393879438,0,0,2.6338870410601,0,0,0.768120960363937,-1928.94834181902,-1555.13473863352,-373.813603185502
85801,2.59743749551953,0,0.411844271027874,0.8,0.182665387344366,1,8,2.04071739310139,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.134922878625658,0,1.16500982684936,0,0,0,-0.361538255447013,0,0,2.6338870410601,0,0,0.677889455928502,-2050.27741836751,-1560.60714318307,-489.670275184436
85901,2.63650094018597,0,0.512044439115208,0.8,0.153980270501762,1,8,2.02896876816085,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0890196439727067,0,0.80657311046843,0,0,0,-0.356711130533976,0,0,2.19418826780007,0,0,0.832219448171869,-1967.50804421664,-1538.18201799224,-429.326026224408
86001,2.81271250864299,0,0.462323755623625,0.8,0.173843762240001,1,8,2.11077148493823,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0890196439727067,0,1.12816494404966,0,0,0,-0.356711130533976,0,0,2.27296056779667,0,0,0.974789387513101,-1908.04699777987,-1534.54438070749,-373.502617072377
86101,2.31374616735612,0,0.588203359572516,0.8,0.151469441900957,1,8,2.10957222854518,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0477145415443046,0,1.71962419974201,0,0,0,0.086291033809375,0,0,2.86934733168039,0,0,1.08014682374595,-1901.75817021971,-1566.55835694741,-335.199813272298
86201,3.11910338208883,0,0.790896835644799,0.8,0.115313268511248,1,8,2.13557313735666,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.046437586942004,0,1.28717158825264,0,0,0,-0.0763969416736181,0,0,2.89011621099991,0,0,1.00585455967592,-1858.93573478135,-1542.2459139409,-316.689820840454
86301,3.2143973857739,0,0.79716960917162,0.8,0.1728965148741,1,8,2.01580157432383,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.167339177082005,0,1.24316266609093,0,0,0,-0.37574303500385,0,0,2.1635564372632,0,0,1.1111779534545,-1887.61135382041,-1531.57742466807,-356.033929152338
86401,3.22745371583702,0,0.584767680757958,0.8,0.174937220443476,1,8,1.99967901975448,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.430745556367306,0,1.08059817154045,0,0,0,-0.228605212122272,0,0,2.39176854856771,0,0,0.823805980620806,-1838.07092975198,-1519.54526925406,-318.525660497925
86501,3.74336127081575,0,0.943417621045412,0.8,0.19045867239688,1,8,2.02058043726765,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.327348878298401,0,1.05781368161389,0,0,0,-0.357342183612003,0,0,2.29305408826897,0,0,1.26603672021384,-1872.94536962072,-1523.28628181693,-349.659087803791
86601,4.12193758311295,0,0.854119329581863,0.8,0.279072775826395,1,8,2.05551727431807,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.412242461842597,0,1.40835518244829,0,0,0,-0.0722686292488715,0,0,2.52319247893805,0,0,1.38991342297955,-1926.91712358927,-1541.69612288833,-385.221000700948
86701,4.19097143567994,0,0.892512881755131,0.8,0.250883124342792,1,8,2.05109857284659,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.40716593339835,0,1.32370236138372,0,0,0,-0.374532134007929,0,0,2.092945424951,0,0,1.42467502464992,-1892.08173590429,-1533.27944860787,-358.802287296415
86801,4.03467197875522,0,0.914211423174369,0.8,0.251856525915967,1,8,2.02520736985263,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.293779562249585,0,1.28686915655303,0,0,0,-0.0262053987077922,0,0,2.39333736914161,0,0,1.31998488257981,-1860.57110290679,-1517.56302356511,-343.008079341681
86901,4.09090030357991,0,0.83313529719146,0.8,0.230258146564862,1,8,2.02618787802993,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.483171036044563,0,1.28937717225821,0,0,0,-0.365298212158959,0,0,2.53534883126133,0,0,1.35096858411865,-1856.98435865946,-1519.4254682315,-337.558890427964
87001,3.76850359850161,0,0.840435321867725,0.8,0.187221499667537,1,8,2.01458802105427,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.226242261512751,0,1.26317828714165,0,0,0,-0.406889695606315,0,0,2.49887183295259,0,0,1.23841071620185,-1891.03530097672,-1511.80057169303,-379.234729283691
87101,3.89965640502017,0,0.74690586167244,0.8,0.196425925086276,1,8,2.03854944349495,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0882345731784415,0,1.58794010739071,0,0,0,-0.457256174682285,0,0,2.49887183295259,0,0,1.36039292540663,-1813.41457988563,-1535.76139123038,-277.653188655251
87201,3.27541704651976,0,0.892200682251905,0.8,0.19040871397965,1,8,2.10014653253445,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.241031931881175,0,1.12525319877088,0,0,0,-0.188854604264919,0,0,2.70290807120991,0,0,1.27809354413214,-1848.03443595199,-1536.85911252913,-311.175323422866
87301,3.56876969694362,0,0.724507313380886,0.8,0.162724179847514,1,8,2.06311871662338,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.508359552943898,0,0.979684688431569,0,0,0,-0.31683264974683,0,0,2.31051234818133,0,0,1.0079217036093,-1911.16405993973,-1519.41673837334,-391.747321566383
87401,3.34759537927609,0,0.86790494959365,0.8,0.182300949194065,1,8,2.04731781508632,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.185485249296396,0,1.20745323324745,0,0,0,0.0426829182486093,0,0,2.42292608681385,0,0,1.17920740504369,-1907.01931730202,-1533.68984505584,-373.329472246171
87501,3.13626865358231,0,0.560591000517577,0.8,0.182637343985505,1,8,1.97150283608181,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.38583742250094,0,1.24456539038613,0,0,0,0.0494104308352648,0,0,2.68330527031064,0,0,1.10605157899572,-1878.52710627361,-1527.74846158369,-350.778644689927
87601,2.96852653049482,0,0.724902900208115,0.8,0.184969330098721,1,8,2.09084862928646,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0327383047620033,0,0.839107515359554,0,0,0,-0.354225923254504,0,0,2.58448321376547,0,0,1.18924334830877,-1905.13986700896,-1553.89900958838,-351.240857420582
87701,3.05066560005172,0,0.909270129381395,0.8,0.161525571404198,1,8,2.15371352547288,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.295004633616732,0,1.24819596121672,0,0,0,-0.342630968224987,0,0,2.44292590134419,0,0,0.815348663438757,-1966.32058923225,-1567.21625624081,-399.104332991441
87801,3.5164992888308,0,0.925497749013158,0.8,0.171904960567103,1,8,2.15509783238473,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0858753139267252,0,1.17694646195589,0,0,0,-0.488843085006343,0,0,2.25922225278332,0,0,0.963465406023747,-1883.48282778749,-1542.58286452855,-340.899963258932
87901,3.25675730748013,0,0.956294694753428,0.8,0.164374974042814,1,8,2.09155015611358,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.145715705906639,0,0.908941460650448,0,0,0,-0.349103563019956,0,0,2.53468375955393,0,0,1.0942624945716,-1971.98619601478,-1540.21633966248,-431.7698563523
88001,3.19932304884391,0,0.915732829463909,0.8,0.176522941264049,1,8,2.19270728105322,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0556177522941526,0,0.988478598742046,0,0,0,-0.462189627450425,0,0,2.12610148765978,0,0,0.788797074416158,-1916.50801783644,-1563.45676124824,-353.051256588205
88101,2.94733970804337,0,0.573770874889902,0.8,0.185377215374527,1,8,2.0028076726611,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0755461241022006,0,0.940831133234325,0,0,0,-0.588807488161492,0,0,2.52651005487901,0,0,1.14325067633809,-1912.03261623882,-1557.30394246106,-354.728673777765
88201,2.84503418458349,0,0.531982620489584,0.8,0.186743230914197,1,8,2.11181068970985,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.142002103701133,0,0.832403781334612,0,0,0,-0.495153115774663,0,0,2.28722221356878,0,0,0.919411365533124,-2001.86889724091,-1554.63069851401,-447.238198726894
88301,3.02490981844884,0,0.53468610731479,0.8,0.190954835746518,1,8,2.07362219943195,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.166606665798096,0,1.2902467726035,0,0,0,-0.561401201791014,0,0,2.07619827818131,0,0,0.919411365533124,-1982.3526465975,-1538.48249426391,-443.870152333593
88401,3.0440700951503,0,0.562899844554609,0.8,0.1756168645464,1,8,2.08691198924721,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.254546634811285,0,1.0377377796099,0,0,0,-0.290850277663465,0,0,2.33714448837071,0,0,1.22317657927198,-1893.57338352036,-1539.07765782046,-354.495725699897
88501,3.18457474638298,0,0.696389411027536,0.8,0.208270812353532,1,8,2.21273684503018,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.171786340004509,0,1.20829178897697,0,0,0,-0.368117168255408,0,0,2.36985196816558,0,0,1.12637768579713,-1969.47441128943,-1555.15398277126,-414.320428518177
88601,3.50464839773101,0,0.597046921183522,0.8,0.197408693350721,1,8,2.02664296460473,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.38412406136546,0,1.54178344106704,0,0,0,-0.28606666445171,0,0,2.17379927884297,0,0,1.25025105136458,-1885.594517634,-1530.86042602449,-354.73409160951
88701,3.38465949015944,0,0.648997556169807,0.8,0.197408693350721,1,8,1.99191877726911,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0748602390314228,0,1.25365787790143,0,0,0,-0.0103254205652163,0,0,2.70935426241622,0,0,1.29534516094198,-1907.63732307941,-1527.90658063134,-379.730742448064
88801,3.55765527461947,0,0.811966607421801,0.8,0.194472059109974,1,8,2.08425209345164,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.296656954355138,0,1.26023103972915,0,0,0,0.0221385470749396,0,0,2.52193896368289,0,0,1.17628123967491,-1872.95960437583,-1548.62714170958,-324.332462666249
88901,3.90555984891202,0,0.85334480225348,0.8,0.204605085696619,1,8,1.99258977232005,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.134741684997941,0,1.3328322867214,0,0,0,-0.182506738530197,0,0,2.81357785296411,0,0,1.3599628288209,-1846.0030193128,-1535.48060719339,-310.522412119417
89001,3.7803982268751,0,0.913011605117378,0.8,0.187027324453926,1,8,2.10870005073419,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.192009211832627,0,1.00279546112898,0,0,0,-0.39772928535536,0,0,2.90754428969116,0,0,1.40959492553433,-1865.80669894949,-1540.81897580802,-324.987723141469
89101,3.79081008443368,0,0.963785901911626,0.8,0.205841381850905,1,8,2.06305377073366,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.208539397955203,0,1.45597541615626,0,0,0,0.0864952721505921,0,0,2.72833647522625,0,0,1.57006412775107,-1934.40642573668,-1568.42330901194,-365.983116724747
89201,3.57282453153643,0,0.997488296352658,0.8,0.183748245104306,1,8,2.10028965066425,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.354913752299092,0,1.16990718007525,0,0,0,-0.386422848154962,0,0,2.44590115893431,0,0,1.10452208782653,-1872.40865318398,-1543.79386784016,-328.614785343821
