i,j,x,sampno
25,4,1,1
40,4,1,1
44,4,1,1
75,4,1,1
99,4,1,1
126,4,1,1
158,4,1,1
183,4,1,1
214,4,1,1
224,4,1,1
1,5,1,1
5,5,1,1
16,5,1,1
25,5,1,1
40,5,1,1
41,5,1,1
44,5,1,1
59,5,1,1
60,5,1,1
63,5,1,1
68,5,1,1
73,5,1,1
75,5,1,1
85,5,1,1
99,5,1,1
103,5,1,1
126,5,1,1
128,5,1,1
137,5,1,1
144,5,1,1
153,5,1,1
162,5,1,1
164,5,1,1
178,5,1,1
179,5,1,1
183,5,1,1
216,5,1,1
224,5,1,1
1,6,1,1
7,6,1,1
32,6,1,1
36,6,1,1
40,6,1,1
41,6,1,1
44,6,1,1
46,6,1,1
49,6,1,1
51,6,1,1
58,6,1,1
63,6,1,1
76,6,1,1
85,6,1,1
89,6,1,1
99,6,1,1
105,6,1,1
109,6,1,1
112,6,1,1
126,6,1,1
133,6,1,1
137,6,1,1
140,6,1,1
144,6,1,1
155,6,1,1
158,6,1,1
164,6,1,1
175,6,1,1
177,6,1,1
178,6,1,1
182,6,1,1
183,6,1,1
189,6,1,1
194,6,1,1
201,6,1,1
207,6,1,1
214,6,1,1
215,6,1,1
228,6,1,1
232,6,1,1
244,6,1,1
5,7,1,1
6,7,1,1
10,7,1,1
13,7,1,1
25,7,1,1
29,7,1,1
40,7,1,1
41,7,1,1
51,7,1,1
57,7,1,1
59,7,1,1
60,7,1,1
63,7,1,1
64,7,1,1
65,7,1,1
69,7,1,1
73,7,1,1
74,7,1,1
75,7,1,1
76,7,1,1
84,7,1,1
85,7,1,1
89,7,1,1
99,7,1,1
100,7,1,1
101,7,1,1
105,7,1,1
106,7,1,1
109,7,1,1
114,7,1,1
116,7,1,1
128,7,1,1
136,7,1,1
137,7,1,1
140,7,1,1
141,7,1,1
142,7,1,1
143,7,1,1
144,7,1,1
149,7,1,1
151,7,1,1
152,7,1,1
153,7,1,1
158,7,1,1
160,7,1,1
164,7,1,1
175,7,1,1
177,7,1,1
178,7,1,1
179,7,1,1
181,7,1,1
183,7,1,1
198,7,1,1
200,7,1,1
206,7,1,1
207,7,1,1
215,7,1,1
218,7,1,1
229,7,1,1
233,7,1,1
244,7,1,1
247,7,1,1
1,8,1,1
6,8,1,1
7,8,1,1
8,8,1,1
12,8,1,1
13,8,1,1
15,8,1,1
16,8,1,1
22,8,1,1
23,8,1,1
25,8,1,1
27,8,1,1
31,8,1,1
34,8,1,1
36,8,1,1
41,8,1,1
43,8,1,1
49,8,1,1
57,8,1,1
58,8,1,1
59,8,1,1
60,8,1,1
63,8,1,1
64,8,1,1
65,8,1,1
68,8,1,1
69,8,1,1
74,8,1,1
81,8,1,1
83,8,1,1
84,8,1,1
85,8,1,1
86,8,1,1
87,8,1,1
89,8,1,1
90,8,1,1
91,8,1,1
94,8,1,1
95,8,1,1
98,8,1,1
99,8,1,1
101,8,1,1
105,8,1,1
110,8,1,1
114,8,1,1
115,8,1,1
116,8,1,1
119,8,1,1
121,8,1,1
126,8,1,1
127,8,1,1
136,8,1,1
140,8,1,1
141,8,1,1
144,8,1,1
147,8,1,1
152,8,1,1
154,8,1,1
155,8,1,1
160,8,1,1
164,8,1,1
170,8,1,1
174,8,1,1
175,8,1,1
178,8,1,1
183,8,1,1
190,8,1,1
198,8,1,1
206,8,1,1
207,8,1,1
213,8,1,1
214,8,1,1
229,8,1,1
232,8,1,1
233,8,1,1
244,8,1,1
247,8,1,1
1,9,1,1
3,9,1,1
4,9,1,1
7,9,1,1
8,9,1,1
12,9,1,1
13,9,1,1
14,9,1,1
15,9,1,1
22,9,1,1
23,9,1,1
24,9,1,1
25,9,1,1
27,9,1,1
34,9,1,1
35,9,1,1
36,9,1,1
39,9,1,1
41,9,1,1
42,9,1,1
44,9,1,1
45,9,1,1
57,9,1,1
58,9,1,1
59,9,1,1
61,9,1,1
63,9,1,1
64,9,1,1
65,9,1,1
69,9,1,1
72,9,1,1
73,9,1,1
74,9,1,1
75,9,1,1
78,9,1,1
83,9,1,1
86,9,1,1
87,9,1,1
90,9,1,1
94,9,1,1
98,9,1,1
100,9,1,1
101,9,1,1
104,9,1,1
105,9,1,1
106,9,1,1
109,9,1,1
110,9,1,1
112,9,1,1
114,9,1,1
118,9,1,1
130,9,1,1
132,9,1,1
134,9,1,1
135,9,1,1
137,9,1,1
138,9,1,1
139,9,1,1
141,9,1,1
142,9,1,1
149,9,1,1
154,9,1,1
156,9,1,1
158,9,1,1
162,9,1,1
167,9,1,1
171,9,1,1
175,9,1,1
177,9,1,1
178,9,1,1
179,9,1,1
189,9,1,1
193,9,1,1
194,9,1,1
197,9,1,1
202,9,1,1
203,9,1,1
207,9,1,1
209,9,1,1
213,9,1,1
216,9,1,1
217,9,1,1
218,9,1,1
219,9,1,1
222,9,1,1
224,9,1,1
237,9,1,1
244,9,1,1
246,9,1,1
247,9,1,1
4,10,1,1
5,10,1,1
6,10,1,1
7,10,1,1
8,10,1,1
10,10,1,1
12,10,1,1
14,10,1,1
15,10,1,1
16,10,1,1
18,10,1,1
22,10,1,1
23,10,1,1
25,10,1,1
28,10,1,1
29,10,1,1
30,10,1,1
31,10,1,1
36,10,1,1
39,10,1,1
41,10,1,1
42,10,1,1
43,10,1,1
44,10,1,1
47,10,1,1
48,10,1,1
49,10,1,1
53,10,1,1
57,10,1,1
58,10,1,1
60,10,1,1
62,10,1,1
63,10,1,1
68,10,1,1
72,10,1,1
73,10,1,1
74,10,1,1
76,10,1,1
77,10,1,1
78,10,1,1
84,10,1,1
86,10,1,1
87,10,1,1
89,10,1,1
95,10,1,1
98,10,1,1
102,10,1,1
104,10,1,1
105,10,1,1
106,10,1,1
107,10,1,1
108,10,1,1
109,10,1,1
110,10,1,1
115,10,1,1
118,10,1,1
119,10,1,1
121,10,1,1
127,10,1,1
128,10,1,1
129,10,1,1
132,10,1,1
134,10,1,1
135,10,1,1
137,10,1,1
138,10,1,1
140,10,1,1
142,10,1,1
143,10,1,1
148,10,1,1
149,10,1,1
158,10,1,1
159,10,1,1
160,10,1,1
162,10,1,1
163,10,1,1
164,10,1,1
165,10,1,1
167,10,1,1
168,10,1,1
173,10,1,1
175,10,1,1
181,10,1,1
184,10,1,1
189,10,1,1
193,10,1,1
194,10,1,1
195,10,1,1
201,10,1,1
203,10,1,1
204,10,1,1
209,10,1,1
215,10,1,1
218,10,1,1
221,10,1,1
224,10,1,1
226,10,1,1
227,10,1,1
229,10,1,1
232,10,1,1
233,10,1,1
237,10,1,1
244,10,1,1
246,10,1,1
247,10,1,1
1,11,1,1
5,11,1,1
6,11,1,1
7,11,1,1
8,11,1,1
9,11,1,1
10,11,1,1
17,11,1,1
18,11,1,1
22,11,1,1
25,11,1,1
27,11,1,1
29,11,1,1
30,11,1,1
32,11,1,1
38,11,1,1
39,11,1,1
45,11,1,1
47,11,1,1
57,11,1,1
67,11,1,1
70,11,1,1
71,11,1,1
75,11,1,1
79,11,1,1
81,11,1,1
84,11,1,1
86,11,1,1
87,11,1,1
88,11,1,1
93,11,1,1
98,11,1,1
99,11,1,1
106,11,1,1
108,11,1,1
109,11,1,1
110,11,1,1
117,11,1,1
119,11,1,1
123,11,1,1
126,11,1,1
127,11,1,1
133,11,1,1
135,11,1,1
136,11,1,1
142,11,1,1
146,11,1,1
147,11,1,1
152,11,1,1
159,11,1,1
163,11,1,1
166,11,1,1
169,11,1,1
170,11,1,1
171,11,1,1
172,11,1,1
173,11,1,1
177,11,1,1
178,11,1,1
179,11,1,1
181,11,1,1
182,11,1,1
183,11,1,1
186,11,1,1
189,11,1,1
190,11,1,1
191,11,1,1
194,11,1,1
195,11,1,1
196,11,1,1
197,11,1,1
200,11,1,1
202,11,1,1
205,11,1,1
208,11,1,1
211,11,1,1
212,11,1,1
218,11,1,1
219,11,1,1
224,11,1,1
226,11,1,1
234,11,1,1
238,11,1,1
242,11,1,1
247,11,1,1
2,12,1,1
7,12,1,1
10,12,1,1
16,12,1,1
19,12,1,1
20,12,1,1
27,12,1,1
28,12,1,1
33,12,1,1
38,12,1,1
39,12,1,1
40,12,1,1
44,12,1,1
52,12,1,1
53,12,1,1
54,12,1,1
56,12,1,1
57,12,1,1
58,12,1,1
60,12,1,1
64,12,1,1
65,12,1,1
67,12,1,1
71,12,1,1
82,12,1,1
87,12,1,1
97,12,1,1
103,12,1,1
107,12,1,1
109,12,1,1
113,12,1,1
114,12,1,1
115,12,1,1
116,12,1,1
120,12,1,1
122,12,1,1
123,12,1,1
131,12,1,1
133,12,1,1
135,12,1,1
136,12,1,1
143,12,1,1
147,12,1,1
157,12,1,1
160,12,1,1
161,12,1,1
171,12,1,1
176,12,1,1
178,12,1,1
179,12,1,1
181,12,1,1
182,12,1,1
183,12,1,1
184,12,1,1
187,12,1,1
189,12,1,1
190,12,1,1
191,12,1,1
192,12,1,1
193,12,1,1
195,12,1,1
196,12,1,1
199,12,1,1
200,12,1,1
203,12,1,1
208,12,1,1
209,12,1,1
211,12,1,1
212,12,1,1
214,12,1,1
215,12,1,1
219,12,1,1
220,12,1,1
221,12,1,1
222,12,1,1
225,12,1,1
226,12,1,1
227,12,1,1
228,12,1,1
230,12,1,1
239,12,1,1
244,12,1,1
247,12,1,1
248,12,1,1
249,12,1,1
6,13,1,1
11,13,1,1
12,13,1,1
17,13,1,1
20,13,1,1
30,13,1,1
33,13,1,1
38,13,1,1
39,13,1,1
64,13,1,1
79,13,1,1
80,13,1,1
86,13,1,1
88,13,1,1
98,13,1,1
107,13,1,1
114,13,1,1
120,13,1,1
122,13,1,1
123,13,1,1
130,13,1,1
147,13,1,1
153,13,1,1
173,13,1,1
176,13,1,1
183,13,1,1
190,13,1,1
193,13,1,1
199,13,1,1
203,13,1,1
209,13,1,1
212,13,1,1
219,13,1,1
220,13,1,1
222,13,1,1
228,13,1,1
238,13,1,1
239,13,1,1
244,13,1,1
248,13,1,1
44,4,1,501
1,5,1,501
5,5,1,501
36,5,1,501
40,5,1,501
44,5,1,501
60,5,1,501
68,5,1,501
99,5,1,501
114,5,1,501
126,5,1,501
129,5,1,501
136,5,1,501
137,5,1,501
147,5,1,501
149,5,1,501
153,5,1,501
158,5,1,501
162,5,1,501
164,5,1,501
178,5,1,501
179,5,1,501
182,5,1,501
183,5,1,501
189,5,1,501
207,5,1,501
214,5,1,501
216,5,1,501
228,5,1,501
247,5,1,501
177,6,1,501
207,6,1,501
1,7,1,501
3,7,1,501
5,7,1,501
14,7,1,501
23,7,1,501
32,7,1,501
36,7,1,501
41,7,1,501
46,7,1,501
64,7,1,501
73,7,1,501
74,7,1,501
76,7,1,501
89,7,1,501
95,7,1,501
98,7,1,501
99,7,1,501
101,7,1,501
103,7,1,501
106,7,1,501
115,7,1,501
126,7,1,501
128,7,1,501
136,7,1,501
142,7,1,501
158,7,1,501
160,7,1,501
171,7,1,501
179,7,1,501
183,7,1,501
201,7,1,501
206,7,1,501
229,7,1,501
232,7,1,501
100,9,1,501
203,9,1,501
206,9,1,501
216,9,1,501
1,10,1,501
4,10,1,501
5,10,1,501
6,10,1,501
7,10,1,501
8,10,1,501
10,10,1,501
12,10,1,501
13,10,1,501
14,10,1,501
15,10,1,501
16,10,1,501
17,10,1,501
18,10,1,501
21,10,1,501
22,10,1,501
23,10,1,501
24,10,1,501
25,10,1,501
26,10,1,501
27,10,1,501
28,10,1,501
29,10,1,501
30,10,1,501
32,10,1,501
34,10,1,501
35,10,1,501
36,10,1,501
37,10,1,501
39,10,1,501
40,10,1,501
41,10,1,501
42,10,1,501
43,10,1,501
45,10,1,501
46,10,1,501
48,10,1,501
49,10,1,501
51,10,1,501
55,10,1,501
57,10,1,501
58,10,1,501
59,10,1,501
60,10,1,501
61,10,1,501
62,10,1,501
63,10,1,501
64,10,1,501
65,10,1,501
68,10,1,501
69,10,1,501
72,10,1,501
73,10,1,501
74,10,1,501
75,10,1,501
76,10,1,501
77,10,1,501
78,10,1,501
81,10,1,501
83,10,1,501
84,10,1,501
85,10,1,501
87,10,1,501
89,10,1,501
90,10,1,501
91,10,1,501
93,10,1,501
94,10,1,501
98,10,1,501
99,10,1,501
100,10,1,501
101,10,1,501
102,10,1,501
103,10,1,501
104,10,1,501
105,10,1,501
106,10,1,501
107,10,1,501
108,10,1,501
110,10,1,501
112,10,1,501
114,10,1,501
115,10,1,501
116,10,1,501
117,10,1,501
118,10,1,501
119,10,1,501
121,10,1,501
123,10,1,501
125,10,1,501
126,10,1,501
127,10,1,501
128,10,1,501
129,10,1,501
130,10,1,501
132,10,1,501
133,10,1,501
134,10,1,501
136,10,1,501
137,10,1,501
138,10,1,501
139,10,1,501
140,10,1,501
141,10,1,501
142,10,1,501
144,10,1,501
145,10,1,501
147,10,1,501
148,10,1,501
151,10,1,501
152,10,1,501
153,10,1,501
154,10,1,501
155,10,1,501
158,10,1,501
159,10,1,501
160,10,1,501
162,10,1,501
163,10,1,501
164,10,1,501
165,10,1,501
167,10,1,501
168,10,1,501
170,10,1,501
171,10,1,501
173,10,1,501
175,10,1,501
177,10,1,501
179,10,1,501
180,10,1,501
181,10,1,501
182,10,1,501
183,10,1,501
184,10,1,501
185,10,1,501
187,10,1,501
188,10,1,501
189,10,1,501
190,10,1,501
191,10,1,501
194,10,1,501
195,10,1,501
197,10,1,501
198,10,1,501
200,10,1,501
201,10,1,501
202,10,1,501
204,10,1,501
205,10,1,501
206,10,1,501
207,10,1,501
209,10,1,501
211,10,1,501
213,10,1,501
215,10,1,501
216,10,1,501
217,10,1,501
218,10,1,501
219,10,1,501
221,10,1,501
222,10,1,501
224,10,1,501
226,10,1,501
228,10,1,501
229,10,1,501
232,10,1,501
233,10,1,501
237,10,1,501
239,10,1,501
241,10,1,501
243,10,1,501
244,10,1,501
246,10,1,501
247,10,1,501
248,10,1,501
1,11,1,501
9,11,1,501
12,11,1,501
17,11,1,501
23,11,1,501
29,11,1,501
30,11,1,501
34,11,1,501
38,11,1,501
40,11,1,501
47,11,1,501
50,11,1,501
52,11,1,501
53,11,1,501
55,11,1,501
57,11,1,501
58,11,1,501
60,11,1,501
64,11,1,501
65,11,1,501
67,11,1,501
81,11,1,501
84,11,1,501
86,11,1,501
87,11,1,501
88,11,1,501
101,11,1,501
103,11,1,501
108,11,1,501
109,11,1,501
111,11,1,501
124,11,1,501
129,11,1,501
133,11,1,501
134,11,1,501
135,11,1,501
138,11,1,501
139,11,1,501
142,11,1,501
143,11,1,501
145,11,1,501
146,11,1,501
147,11,1,501
150,11,1,501
160,11,1,501
163,11,1,501
166,11,1,501
170,11,1,501
171,11,1,501
172,11,1,501
173,11,1,501
180,11,1,501
181,11,1,501
183,11,1,501
185,11,1,501
186,11,1,501
191,11,1,501
193,11,1,501
194,11,1,501
196,11,1,501
197,11,1,501
200,11,1,501
202,11,1,501
203,11,1,501
212,11,1,501
218,11,1,501
219,11,1,501
222,11,1,501
224,11,1,501
228,11,1,501
237,11,1,501
238,11,1,501
239,11,1,501
240,11,1,501
250,11,1,501
2,12,1,501
9,12,1,501
10,12,1,501
17,12,1,501
20,12,1,501
27,12,1,501
33,12,1,501
38,12,1,501
39,12,1,501
43,12,1,501
55,12,1,501
56,12,1,501
57,12,1,501
64,12,1,501
70,12,1,501
71,12,1,501
79,12,1,501
81,12,1,501
82,12,1,501
86,12,1,501
87,12,1,501
88,12,1,501
96,12,1,501
97,12,1,501
101,12,1,501
103,12,1,501
107,12,1,501
109,12,1,501
112,12,1,501
113,12,1,501
114,12,1,501
115,12,1,501
116,12,1,501
117,12,1,501
120,12,1,501
123,12,1,501
124,12,1,501
127,12,1,501
129,12,1,501
130,12,1,501
131,12,1,501
133,12,1,501
135,12,1,501
143,12,1,501
147,12,1,501
153,12,1,501
157,12,1,501
163,12,1,501
170,12,1,501
171,12,1,501
172,12,1,501
176,12,1,501
179,12,1,501
182,12,1,501
183,12,1,501
184,12,1,501
189,12,1,501
190,12,1,501
192,12,1,501
193,12,1,501
196,12,1,501
199,12,1,501
200,12,1,501
203,12,1,501
205,12,1,501
208,12,1,501
209,12,1,501
211,12,1,501
212,12,1,501
219,12,1,501
225,12,1,501
226,12,1,501
227,12,1,501
228,12,1,501
231,12,1,501
235,12,1,501
238,12,1,501
239,12,1,501
247,12,1,501
250,12,1,501
68,4,1,1001
73,4,1,1001
182,4,1,1001
207,4,1,1001
1,5,1,1001
5,5,1,1001
10,5,1,1001
34,5,1,1001
60,5,1,1001
68,5,1,1001
85,5,1,1001
103,5,1,1001
114,5,1,1001
129,5,1,1001
137,5,1,1001
147,5,1,1001
153,5,1,1001
158,5,1,1001
162,5,1,1001
164,5,1,1001
182,5,1,1001
183,5,1,1001
194,5,1,1001
207,5,1,1001
216,5,1,1001
224,5,1,1001
228,5,1,1001
68,6,1,1001
1,7,1,1001
3,7,1,1001
6,7,1,1001
7,7,1,1001
13,7,1,1001
36,7,1,1001
41,7,1,1001
49,7,1,1001
60,7,1,1001
64,7,1,1001
65,7,1,1001
74,7,1,1001
76,7,1,1001
84,7,1,1001
89,7,1,1001
100,7,1,1001
101,7,1,1001
106,7,1,1001
133,7,1,1001
135,7,1,1001
136,7,1,1001
140,7,1,1001
141,7,1,1001
144,7,1,1001
158,7,1,1001
162,7,1,1001
171,7,1,1001
174,7,1,1001
177,7,1,1001
181,7,1,1001
183,7,1,1001
201,7,1,1001
207,7,1,1001
214,7,1,1001
216,7,1,1001
218,7,1,1001
229,7,1,1001
232,7,1,1001
25,9,1,1001
66,9,1,1001
103,9,1,1001
142,9,1,1001
218,9,1,1001
1,10,1,1001
3,10,1,1001
4,10,1,1001
13,10,1,1001
15,10,1,1001
18,10,1,1001
21,10,1,1001
22,10,1,1001
23,10,1,1001
24,10,1,1001
27,10,1,1001
30,10,1,1001
31,10,1,1001
34,10,1,1001
38,10,1,1001
40,10,1,1001
41,10,1,1001
42,10,1,1001
43,10,1,1001
46,10,1,1001
48,10,1,1001
53,10,1,1001
55,10,1,1001
57,10,1,1001
58,10,1,1001
60,10,1,1001
67,10,1,1001
68,10,1,1001
73,10,1,1001
74,10,1,1001
77,10,1,1001
78,10,1,1001
87,10,1,1001
89,10,1,1001
90,10,1,1001
94,10,1,1001
98,10,1,1001
99,10,1,1001
100,10,1,1001
101,10,1,1001
103,10,1,1001
107,10,1,1001
112,10,1,1001
114,10,1,1001
115,10,1,1001
116,10,1,1001
117,10,1,1001
118,10,1,1001
119,10,1,1001
125,10,1,1001
126,10,1,1001
127,10,1,1001
128,10,1,1001
132,10,1,1001
133,10,1,1001
134,10,1,1001
137,10,1,1001
141,10,1,1001
145,10,1,1001
148,10,1,1001
153,10,1,1001
154,10,1,1001
160,10,1,1001
163,10,1,1001
164,10,1,1001
168,10,1,1001
177,10,1,1001
179,10,1,1001
180,10,1,1001
181,10,1,1001
185,10,1,1001
188,10,1,1001
189,10,1,1001
190,10,1,1001
191,10,1,1001
193,10,1,1001
194,10,1,1001
195,10,1,1001
197,10,1,1001
198,10,1,1001
199,10,1,1001
200,10,1,1001
201,10,1,1001
202,10,1,1001
204,10,1,1001
205,10,1,1001
209,10,1,1001
211,10,1,1001
213,10,1,1001
215,10,1,1001
216,10,1,1001
217,10,1,1001
219,10,1,1001
221,10,1,1001
222,10,1,1001
224,10,1,1001
229,10,1,1001
232,10,1,1001
233,10,1,1001
237,10,1,1001
239,10,1,1001
244,10,1,1001
246,10,1,1001
22,11,1,1001
45,11,1,1001
47,11,1,1001
57,11,1,1001
64,11,1,1001
75,11,1,1001
87,11,1,1001
92,11,1,1001
99,11,1,1001
103,11,1,1001
105,11,1,1001
107,11,1,1001
109,11,1,1001
114,11,1,1001
115,11,1,1001
120,11,1,1001
121,11,1,1001
143,11,1,1001
145,11,1,1001
153,11,1,1001
160,11,1,1001
170,11,1,1001
175,11,1,1001
177,11,1,1001
180,11,1,1001
186,11,1,1001
196,11,1,1001
199,11,1,1001
202,11,1,1001
205,11,1,1001
206,11,1,1001
209,11,1,1001
211,11,1,1001
225,11,1,1001
226,11,1,1001
227,11,1,1001
228,11,1,1001
240,11,1,1001
241,11,1,1001
247,11,1,1001
6,12,1,1001
12,12,1,1001
19,12,1,1001
20,12,1,1001
27,12,1,1001
30,12,1,1001
33,12,1,1001
38,12,1,1001
39,12,1,1001
40,12,1,1001
43,12,1,1001
44,12,1,1001
54,12,1,1001
55,12,1,1001
56,12,1,1001
57,12,1,1001
58,12,1,1001
65,12,1,1001
70,12,1,1001
71,12,1,1001
79,12,1,1001
80,12,1,1001
81,12,1,1001
82,12,1,1001
87,12,1,1001
96,12,1,1001
97,12,1,1001
98,12,1,1001
101,12,1,1001
103,12,1,1001
109,12,1,1001
112,12,1,1001
115,12,1,1001
116,12,1,1001
117,12,1,1001
122,12,1,1001
124,12,1,1001
127,12,1,1001
129,12,1,1001
135,12,1,1001
136,12,1,1001
146,12,1,1001
147,12,1,1001
152,12,1,1001
153,12,1,1001
163,12,1,1001
166,12,1,1001
169,12,1,1001
173,12,1,1001
176,12,1,1001
181,12,1,1001
182,12,1,1001
187,12,1,1001
191,12,1,1001
192,12,1,1001
193,12,1,1001
195,12,1,1001
200,12,1,1001
203,12,1,1001
205,12,1,1001
208,12,1,1001
209,12,1,1001
215,12,1,1001
219,12,1,1001
222,12,1,1001
225,12,1,1001
227,12,1,1001
230,12,1,1001
231,12,1,1001
235,12,1,1001
236,12,1,1001
238,12,1,1001
239,12,1,1001
244,12,1,1001
247,12,1,1001
248,12,1,1001
249,12,1,1001
250,12,1,1001
143,13,1,1001
153,4,1,1501
10,5,1,1501
216,5,1,1501
1,6,1,1501
34,6,1,1501
73,6,1,1501
76,6,1,1501
114,6,1,1501
126,6,1,1501
147,6,1,1501
162,6,1,1501
175,6,1,1501
200,6,1,1501
201,6,1,1501
207,6,1,1501
244,6,1,1501
1,7,1,1501
5,7,1,1501
14,7,1,1501
23,7,1,1501
36,7,1,1501
46,7,1,1501
64,7,1,1501
65,7,1,1501
68,7,1,1501
69,7,1,1501
73,7,1,1501
75,7,1,1501
81,7,1,1501
95,7,1,1501
100,7,1,1501
126,7,1,1501
133,7,1,1501
135,7,1,1501
137,7,1,1501
143,7,1,1501
152,7,1,1501
153,7,1,1501
158,7,1,1501
160,7,1,1501
162,7,1,1501
171,7,1,1501
181,7,1,1501
183,7,1,1501
198,7,1,1501
201,7,1,1501
224,7,1,1501
228,7,1,1501
232,7,1,1501
15,8,1,1501
25,8,1,1501
27,8,1,1501
189,8,1,1501
219,8,1,1501
232,8,1,1501
4,9,1,1501
22,9,1,1501
34,9,1,1501
36,9,1,1501
37,9,1,1501
40,9,1,1501
41,9,1,1501
47,9,1,1501
49,9,1,1501
60,9,1,1501
74,9,1,1501
84,9,1,1501
94,9,1,1501
99,9,1,1501
101,9,1,1501
103,9,1,1501
105,9,1,1501
112,9,1,1501
114,9,1,1501
119,9,1,1501
132,9,1,1501
133,9,1,1501
137,9,1,1501
170,9,1,1501
177,9,1,1501
189,9,1,1501
197,9,1,1501
211,9,1,1501
216,9,1,1501
229,9,1,1501
247,9,1,1501
3,10,1,1501
4,10,1,1501
5,10,1,1501
6,10,1,1501
8,10,1,1501
10,10,1,1501
13,10,1,1501
15,10,1,1501
16,10,1,1501
18,10,1,1501
21,10,1,1501
22,10,1,1501
23,10,1,1501
24,10,1,1501
25,10,1,1501
26,10,1,1501
27,10,1,1501
28,10,1,1501
30,10,1,1501
32,10,1,1501
34,10,1,1501
35,10,1,1501
37,10,1,1501
38,10,1,1501
39,10,1,1501
40,10,1,1501
41,10,1,1501
42,10,1,1501
43,10,1,1501
44,10,1,1501
45,10,1,1501
46,10,1,1501
47,10,1,1501
48,10,1,1501
51,10,1,1501
53,10,1,1501
55,10,1,1501
57,10,1,1501
58,10,1,1501
59,10,1,1501
60,10,1,1501
61,10,1,1501
62,10,1,1501
63,10,1,1501
64,10,1,1501
65,10,1,1501
66,10,1,1501
67,10,1,1501
68,10,1,1501
74,10,1,1501
75,10,1,1501
76,10,1,1501
77,10,1,1501
78,10,1,1501
84,10,1,1501
85,10,1,1501
86,10,1,1501
87,10,1,1501
89,10,1,1501
90,10,1,1501
91,10,1,1501
93,10,1,1501
94,10,1,1501
95,10,1,1501
98,10,1,1501
99,10,1,1501
100,10,1,1501
101,10,1,1501
102,10,1,1501
103,10,1,1501
105,10,1,1501
106,10,1,1501
107,10,1,1501
108,10,1,1501
109,10,1,1501
110,10,1,1501
115,10,1,1501
116,10,1,1501
117,10,1,1501
118,10,1,1501
119,10,1,1501
121,10,1,1501
125,10,1,1501
126,10,1,1501
127,10,1,1501
128,10,1,1501
129,10,1,1501
132,10,1,1501
133,10,1,1501
134,10,1,1501
135,10,1,1501
136,10,1,1501
137,10,1,1501
138,10,1,1501
139,10,1,1501
140,10,1,1501
141,10,1,1501
142,10,1,1501
143,10,1,1501
144,10,1,1501
145,10,1,1501
147,10,1,1501
148,10,1,1501
149,10,1,1501
151,10,1,1501
153,10,1,1501
154,10,1,1501
159,10,1,1501
160,10,1,1501
162,10,1,1501
163,10,1,1501
164,10,1,1501
165,10,1,1501
167,10,1,1501
168,10,1,1501
170,10,1,1501
173,10,1,1501
174,10,1,1501
175,10,1,1501
177,10,1,1501
179,10,1,1501
180,10,1,1501
181,10,1,1501
182,10,1,1501
183,10,1,1501
185,10,1,1501
187,10,1,1501
188,10,1,1501
189,10,1,1501
190,10,1,1501
191,10,1,1501
193,10,1,1501
194,10,1,1501
197,10,1,1501
199,10,1,1501
201,10,1,1501
202,10,1,1501
203,10,1,1501
204,10,1,1501
205,10,1,1501
206,10,1,1501
207,10,1,1501
209,10,1,1501
211,10,1,1501
214,10,1,1501
215,10,1,1501
216,10,1,1501
217,10,1,1501
218,10,1,1501
219,10,1,1501
221,10,1,1501
222,10,1,1501
223,10,1,1501
224,10,1,1501
225,10,1,1501
226,10,1,1501
227,10,1,1501
228,10,1,1501
229,10,1,1501
232,10,1,1501
233,10,1,1501
237,10,1,1501
239,10,1,1501
241,10,1,1501
246,10,1,1501
247,10,1,1501
87,11,1,1501
182,11,1,1501
191,11,1,1501
202,11,1,1501
224,11,1,1501
2,12,1,1501
6,12,1,1501
7,12,1,1501
10,12,1,1501
11,12,1,1501
12,12,1,1501
16,12,1,1501
17,12,1,1501
19,12,1,1501
20,12,1,1501
27,12,1,1501
33,12,1,1501
38,12,1,1501
39,12,1,1501
40,12,1,1501
43,12,1,1501
44,12,1,1501
50,12,1,1501
52,12,1,1501
53,12,1,1501
55,12,1,1501
56,12,1,1501
57,12,1,1501
58,12,1,1501
64,12,1,1501
67,12,1,1501
70,12,1,1501
71,12,1,1501
79,12,1,1501
81,12,1,1501
82,12,1,1501
86,12,1,1501
87,12,1,1501
88,12,1,1501
96,12,1,1501
98,12,1,1501
101,12,1,1501
103,12,1,1501
107,12,1,1501
109,12,1,1501
111,12,1,1501
112,12,1,1501
113,12,1,1501
114,12,1,1501
115,12,1,1501
116,12,1,1501
117,12,1,1501
120,12,1,1501
122,12,1,1501
123,12,1,1501
124,12,1,1501
127,12,1,1501
129,12,1,1501
130,12,1,1501
135,12,1,1501
136,12,1,1501
146,12,1,1501
152,12,1,1501
153,12,1,1501
157,12,1,1501
160,12,1,1501
163,12,1,1501
166,12,1,1501
169,12,1,1501
171,12,1,1501
172,12,1,1501
173,12,1,1501
176,12,1,1501
178,12,1,1501
179,12,1,1501
181,12,1,1501
182,12,1,1501
184,12,1,1501
186,12,1,1501
187,12,1,1501
189,12,1,1501
190,12,1,1501
191,12,1,1501
192,12,1,1501
193,12,1,1501
195,12,1,1501
196,12,1,1501
200,12,1,1501
205,12,1,1501
206,12,1,1501
208,12,1,1501
209,12,1,1501
211,12,1,1501
212,12,1,1501
213,12,1,1501
214,12,1,1501
215,12,1,1501
219,12,1,1501
220,12,1,1501
221,12,1,1501
